"CRUISE6"	"STRATUM"	"SVSPP"	"LENGTH"	"AGE"
"201304"	"01010"	"103"	41	3
"201304"	"01010"	"103"	40	3
"201304"	"01010"	"103"	44	3
"201304"	"01010"	"103"	45	4
"201304"	"01010"	"103"	37	1
"201304"	"01010"	"103"	38	2
"201304"	"01010"	"103"	44	4
"201304"	"01010"	"103"	42	3
"201304"	"01010"	"103"	37	2
"201304"	"01010"	"103"	49	4
"201304"	"01010"	"103"	49	4
"201304"	"01010"	"103"	41	3
"201304"	"01010"	"103"	56	4
"201304"	"01010"	"103"	48	4
"201304"	"01010"	"103"	42	3
"201304"	"01010"	"103"	39	2
"201304"	"01010"	"103"	43	3
"201304"	"01010"	"103"	43	3
"201304"	"01010"	"103"	40	3
"201304"	"01010"	"103"	34	3
"201304"	"01010"	"103"	37	3
"201202"	"01010"	"103"	39	3
"201202"	"01010"	"103"	37	3
"201202"	"01010"	"103"	35	3
"201202"	"01010"	"103"	41	4
"201202"	"01010"	"103"	34	2
"201202"	"01010"	"103"	45	5
"201202"	"01010"	"103"	40	3
"201202"	"01010"	"103"	40	3
"201202"	"01010"	"103"	52	4
"201202"	"01010"	"143"	29	5
"201202"	"01010"	"143"	30	6
"201202"	"01010"	"143"	11	1
"201202"	"01010"	"143"	19	2
"201202"	"01010"	"143"	12	1
"201202"	"01010"	"143"	14	1
"201202"	"01010"	"143"	21	2
"201202"	"01010"	"143"	25	4
"201202"	"01010"	"143"	28	5
"201202"	"01010"	"143"	35	7
"201202"	"01010"	"143"	22	3
"201202"	"01010"	"143"	27	4
"201202"	"01010"	"143"	16	2
"201202"	"01010"	"143"	24	4
"201202"	"01010"	"143"	26	3
"201202"	"01010"	"143"	9	1
"201202"	"01010"	"143"	18	2
"201202"	"01010"	"143"	17	2
"201202"	"01010"	"143"	10	1
"201202"	"01010"	"143"	20	2
"201202"	"01010"	"143"	23	3
"201202"	"01010"	"143"	32	7
"201202"	"01010"	"141"	12	1
"201202"	"01010"	"141"	8	1
"201202"	"01010"	"141"	7	1
"201202"	"01010"	"141"	9	1
"201202"	"01010"	"141"	11	1
"201202"	"01010"	"141"	14	1
"201202"	"01010"	"141"	10	1
"201202"	"01010"	"143"	7	1
"201202"	"01010"	"103"	32	2
"201202"	"01010"	"103"	28	1
"201202"	"01010"	"103"	38	2
"201202"	"01010"	"141"	13	1
"201202"	"01010"	"141"	10	1
"201202"	"01010"	"141"	9	1
"201202"	"01010"	"141"	8	1
"201202"	"01010"	"141"	7	1
"201202"	"01010"	"103"	30	2
"201202"	"01010"	"103"	25	1
"201202"	"01010"	"103"	39	3
"201202"	"01010"	"103"	36	2
"201202"	"01010"	"103"	35	2
"201202"	"01010"	"103"	61	6
"201202"	"01010"	"143"	21	2
"201202"	"01010"	"141"	9	1
"201202"	"01010"	"141"	8	1
"201202"	"01010"	"141"	13	1
"201202"	"01010"	"141"	7	1
"201202"	"01010"	"103"	32	3
"201202"	"01010"	"103"	33	3
"201202"	"01010"	"103"	39	3
"201202"	"01010"	"103"	28	1
"201202"	"01010"	"103"	35	2
"201202"	"01010"	"103"	50	5
"201202"	"01010"	"103"	58	7
"201202"	"01010"	"143"	11	1
"201202"	"01010"	"103"	38	3
"201202"	"01010"	"103"	28	1
"201202"	"01010"	"103"	36	3
"201202"	"01010"	"103"	52	5
"201202"	"01010"	"103"	32	2
"201202"	"01010"	"103"	32	2
"201202"	"01010"	"103"	60	7
"201202"	"01010"	"103"	30	1
"201202"	"01010"	"103"	39	4
"201202"	"01010"	"103"	33	1
"201202"	"01010"	"103"	30	2
"201202"	"01010"	"103"	36	3
"201202"	"01010"	"103"	27	1
"201202"	"01010"	"103"	32	2
"201202"	"01010"	"103"	36	3
"201202"	"01010"	"103"	27	1
"201202"	"01010"	"141"	11	1
"201202"	"01010"	"143"	9	1
"201202"	"01010"	"103"	37	3
"201202"	"01010"	"103"	40	4
"201202"	"01010"	"141"	10	1
"201202"	"01010"	"141"	9	1
"201202"	"01010"	"141"	12	1
"201202"	"01010"	"141"	7	1
"201202"	"01010"	"141"	11	1
"201202"	"01010"	"143"	20	2
"201202"	"01010"	"143"	19	2
"201204"	"01010"	"103"	41	4
"201204"	"01010"	"103"	53	5
"201204"	"01010"	"103"	49	4
"201204"	"01010"	"103"	37	1
"201204"	"01010"	"103"	40	3
"201204"	"01010"	"103"	62	6
"201204"	"01010"	"103"	33	2
"201204"	"01010"	"103"	46	4
"201204"	"01010"	"103"	44	3
"201204"	"01010"	"103"	67	8
"201204"	"01010"	"103"	62	6
"201204"	"01010"	"141"	23	2
"201204"	"01010"	"141"	51	6
"201204"	"01010"	"141"	18	1
"201204"	"01010"	"141"	27	2
"201204"	"01010"	"141"	21	1
"201204"	"01010"	"141"	21	1
"201204"	"01010"	"141"	24	1
"201204"	"01010"	"141"	18	1
"201204"	"01010"	"141"	15	0
"201204"	"01010"	"141"	16	1
"201204"	"01010"	"141"	10	0
"201204"	"01010"	"141"	6	0
"201204"	"01010"	"103"	35	2
"201204"	"01010"	"103"	35	2
"201204"	"01010"	"103"	68	9
"201204"	"01010"	"103"	46	4
"201204"	"01010"	"103"	47	4
"201204"	"01010"	"103"	43	3
"201204"	"01010"	"103"	51	4
"201204"	"01010"	"103"	44	4
"201204"	"01010"	"103"	43	4
"201204"	"01010"	"103"	69	11
"201204"	"01010"	"103"	29	0
"201204"	"01010"	"103"	45	3
"201204"	"01010"	"103"	28	0
"201204"	"01010"	"103"	42	3
"201204"	"01010"	"103"	40	2
"201204"	"01010"	"103"	30	1
"201204"	"01010"	"103"	37	3
"201204"	"01010"	"143"	15	1
"201204"	"01010"	"143"	23	2
"201204"	"01010"	"143"	25	4
"201204"	"01010"	"143"	18	1
"201204"	"01010"	"143"	18	1
"201204"	"01010"	"143"	16	1
"201204"	"01010"	"143"	16	1
"201204"	"01010"	"143"	21	2
"201204"	"01010"	"143"	13	1
"201204"	"01010"	"143"	8	0
"201204"	"01010"	"143"	6	0
"201204"	"01010"	"141"	21	1
"201204"	"01010"	"141"	19	1
"201204"	"01010"	"103"	48	5
"201204"	"01010"	"103"	43	2
"201204"	"01010"	"103"	54	5
"201204"	"01010"	"103"	46	4
"201204"	"01010"	"103"	36	3
"201204"	"01010"	"103"	45	3
"201204"	"01010"	"103"	48	3
"201204"	"01010"	"103"	49	4
"201204"	"01010"	"103"	48	3
"201204"	"01010"	"103"	55	5
"201204"	"01010"	"103"	64	9
"201204"	"01010"	"143"	14	1
"201204"	"01010"	"143"	16	1
"201204"	"01010"	"143"	13	1
"201204"	"01010"	"143"	16	1
"201302"	"01010"	"103"	40	4
"201302"	"01010"	"103"	45	4
"201302"	"01010"	"141"	9	1
"201302"	"01010"	"103"	43	4
"201302"	"01010"	"103"	41	4
"201302"	"01010"	"103"	38	2
"201302"	"01010"	"103"	36	3
"201302"	"01010"	"103"	27	1
"201302"	"01010"	"103"	36	2
"201302"	"01010"	"103"	37	3
"201302"	"01010"	"141"	9	1
"201302"	"01010"	"103"	46	3
"201302"	"01010"	"103"	40	3
"201302"	"01010"	"103"	54	5
"201302"	"01010"	"103"	39	2
"201302"	"01010"	"103"	27	1
"201302"	"01010"	"103"	24	1
"201302"	"01010"	"103"	28	1
"201302"	"01010"	"103"	43	3
"201302"	"01010"	"103"	59	5
"201302"	"01010"	"103"	51	4
"201302"	"01010"	"141"	11	1
"201302"	"01010"	"103"	25	1
"201302"	"01010"	"103"	28	1
"201302"	"01010"	"103"	25	1
"201302"	"01010"	"103"	31	1
"201204"	"01010"	"141"	19	1
"201204"	"01010"	"141"	23	2
"201204"	"01010"	"141"	21	1
"201204"	"01010"	"143"	26	4
"201204"	"01010"	"141"	21	1
"201204"	"01010"	"141"	21	1
"201204"	"01010"	"141"	20	1
"201204"	"01010"	"143"	25	3
"201204"	"01010"	"103"	49	3
"201402"	"01010"	"103"	38	3
"201402"	"01010"	"103"	33	3
"201402"	"01010"	"103"	40	3
"201402"	"01010"	"141"	24	2
"201402"	"01010"	"141"	31	3
"201402"	"01010"	"141"	31	3
"201402"	"01010"	"141"	34	3
"201402"	"01010"	"103"	26	1
"201402"	"01010"	"103"	45	3
"201402"	"01010"	"103"	37	3
"201402"	"01010"	"103"	27	2
"201402"	"01010"	"103"	43	4
"201402"	"01010"	"103"	45	5
"201402"	"01010"	"103"	65	7
"201402"	"01010"	"103"	63	7
"201402"	"01010"	"141"	40	5
"201402"	"01010"	"103"	25	1
"201402"	"01010"	"103"	30	1
"201402"	"01010"	"103"	34	2
"201402"	"01010"	"103"	38	3
"201402"	"01010"	"103"	43	4
"201402"	"01010"	"103"	25	1
"201402"	"01010"	"103"	47	4
"201402"	"01010"	"103"	47	4
"201402"	"01010"	"141"	22	2
"201402"	"01010"	"141"	25	3
"201402"	"01010"	"141"	28	3
"201402"	"01010"	"103"	37	3
"201402"	"01010"	"103"	43	3
"201402"	"01010"	"103"	34	2
"201702"	"01010"	"103"	31	2
"201702"	"01010"	"143"	20	3
"201702"	"01010"	"103"	40	2
"201702"	"01010"	"103"	35	3
"201702"	"01010"	"103"	33	3
"201702"	"01010"	"103"	26	1
"201702"	"01010"	"103"	46	5
"201702"	"01010"	"103"	24	1
"201702"	"01010"	"141"	33	3
"201702"	"01010"	"103"	42	3
"201702"	"01010"	"103"	31	2
"201702"	"01010"	"141"	9	1
"201702"	"01010"	"103"	33	3
"201702"	"01010"	"103"	33	2
"201702"	"01010"	"103"	43	3
"201702"	"01010"	"103"	40	2
"201702"	"01010"	"103"	34	2
"201804"	"01010"	"143"	23	2
"201804"	"01010"	"141"	30	4
"201804"	"01010"	"143"	32	5
"201804"	"01010"	"143"	22	3
"201804"	"01010"	"143"	33	6
"201804"	"01010"	"143"	26	3
"201804"	"01010"	"143"	31	5
"201804"	"01010"	"143"	32	9
"201804"	"01010"	"141"	24	4
"201804"	"01010"	"143"	33	6
"201804"	"01010"	"143"	28	3
"201804"	"01010"	"143"	27	4
"201804"	"01010"	"143"	29	4
"201804"	"01010"	"143"	30	6
"201804"	"01010"	"143"	29	4
"201804"	"01010"	"143"	33	8
"201804"	"01010"	"143"	34	7
"201804"	"01010"	"141"	27	3
"201804"	"01010"	"143"	31	4
"201804"	"01010"	"103"	42	3
"201804"	"01010"	"143"	31	7
"201804"	"01010"	"143"	39	7
"201804"	"01010"	"143"	22	3
"201804"	"01010"	"143"	31	7
"201804"	"01010"	"143"	34	6
"201804"	"01010"	"143"	24	3
"201804"	"01010"	"143"	23	3
"201804"	"01010"	"143"	24	4
"201804"	"01010"	"141"	26	3
"201804"	"01010"	"141"	23	2
"201804"	"01010"	"143"	28	4
"201804"	"01010"	"143"	35	9
"201804"	"01010"	"143"	34	10
"201804"	"01010"	"143"	27	4
"201804"	"01010"	"143"	30	4
"201804"	"01010"	"143"	25	3
"201804"	"01010"	"141"	31	3
"201804"	"01010"	"141"	25	3
"201804"	"01010"	"143"	21	3
"201804"	"01010"	"103"	33	3
"201804"	"01010"	"143"	21	2
"201804"	"01010"	"103"	45	3
"201804"	"01010"	"103"	40	4
"201804"	"01010"	"103"	35	1
"201804"	"01010"	"143"	26	3
"201804"	"01010"	"141"	39	5
"201804"	"01010"	"143"	21	3
"201804"	"01010"	"143"	24	3
"201804"	"01010"	"143"	19	3
"201804"	"01010"	"141"	27	2
"201804"	"01010"	"103"	41	4
"201804"	"01010"	"141"	24	2
"201804"	"01010"	"103"	39	5
"201804"	"01010"	"143"	5	0
"201804"	"01010"	"141"	20	2
"201804"	"01010"	"103"	38	2
"201804"	"01010"	"103"	43	5
"201804"	"01010"	"103"	50	4
"201804"	"01010"	"143"	15	1
"201804"	"01010"	"143"	16	1
"201804"	"01010"	"143"	20	4
"201804"	"01010"	"143"	14	1
"201804"	"01010"	"141"	18	1
"201804"	"01010"	"143"	14	2
"201804"	"01010"	"103"	35	1
"201804"	"01010"	"143"	19	3
"201804"	"01010"	"143"	15	1
"201804"	"01010"	"141"	21	2
"201804"	"01010"	"141"	44	5
"201804"	"01010"	"141"	32	3
"201804"	"01010"	"141"	41	6
"201804"	"01010"	"141"	35	4
"201804"	"01010"	"103"	40	3
"201804"	"01010"	"141"	39	5
"201804"	"01010"	"141"	42	5
"201804"	"01010"	"143"	24	4
"201804"	"01010"	"141"	50	7
"201804"	"01010"	"141"	43	6
"201804"	"01010"	"141"	24	2
"201804"	"01010"	"141"	42	7
"201804"	"01010"	"141"	40	7
"201804"	"01010"	"103"	72	10
"201804"	"01010"	"143"	33	8
"201804"	"01010"	"143"	23	3
"201804"	"01010"	"141"	46	6
"201804"	"01010"	"141"	37	4
"201804"	"01010"	"143"	27	3
"201804"	"01010"	"103"	37	2
"201804"	"01010"	"141"	33	3
"201804"	"01010"	"141"	41	7
"201804"	"01010"	"143"	19	3
"201804"	"01010"	"141"	28	2
"201804"	"01010"	"143"	23	3
"201804"	"01010"	"141"	45	7
"201804"	"01010"	"141"	45	6
"201804"	"01010"	"141"	43	6
"201804"	"01010"	"143"	24	3
"201804"	"01010"	"141"	47	7
"201804"	"01010"	"141"	50	7
"201804"	"01010"	"141"	38	5
"201804"	"01010"	"141"	46	7
"201804"	"01010"	"141"	38	4
"201804"	"01010"	"103"	39	3
"201804"	"01010"	"103"	44	4
"201804"	"01010"	"141"	31	3
"201804"	"01010"	"141"	33	3
"201804"	"01010"	"143"	25	3
"201804"	"01010"	"143"	29	8
"201804"	"01010"	"143"	19	2
"201804"	"01010"	"143"	35	8
"201804"	"01010"	"143"	28	5
"201804"	"01010"	"141"	39	7
"201804"	"01010"	"141"	31	2
"201804"	"01010"	"141"	49	6
"201804"	"01010"	"141"	48	7
"201804"	"01010"	"143"	26	4
"201804"	"01010"	"141"	27	3
"201804"	"01010"	"141"	47	5
"201804"	"01010"	"143"	18	3
"201804"	"01010"	"141"	47	7
"201804"	"01010"	"143"	21	4
"201804"	"01010"	"141"	38	6
"201804"	"01010"	"141"	32	4
"201804"	"01010"	"141"	31	4
"201804"	"01010"	"141"	35	4
"201804"	"01010"	"141"	40	4
"201804"	"01010"	"141"	30	3
"201804"	"01010"	"143"	16	3
"201804"	"01010"	"141"	33	3
"201804"	"01010"	"141"	35	6
"201804"	"01010"	"141"	34	4
"201804"	"01010"	"103"	49	4
"201804"	"01010"	"141"	36	3
"201804"	"01010"	"143"	20	3
"201804"	"01010"	"141"	40	5
"201804"	"01010"	"103"	42	4
"201804"	"01010"	"141"	26	3
"201804"	"01010"	"141"	53	7
"201804"	"01010"	"141"	34	3
"201804"	"01010"	"141"	36	3
"201804"	"01010"	"143"	28	5
"201804"	"01010"	"141"	42	6
"201804"	"01010"	"141"	41	8
"201804"	"01010"	"141"	22	2
"201804"	"01010"	"141"	37	7
"201804"	"01010"	"143"	18	3
"201804"	"01010"	"141"	29	3
"201804"	"01010"	"141"	45	4
"201804"	"01010"	"143"	25	4
"201804"	"01010"	"141"	50	7
"201804"	"01010"	"141"	36	4
"201804"	"01010"	"141"	31	3
"201804"	"01010"	"103"	51	8
"201804"	"01010"	"141"	27	3
"201804"	"01010"	"141"	37	4
"201804"	"01010"	"143"	21	3
"201804"	"01010"	"141"	31	3
"201804"	"01010"	"141"	28	3
"201804"	"01010"	"141"	32	3
"201804"	"01010"	"141"	32	3
"201804"	"01010"	"141"	24	2
"201804"	"01010"	"141"	33	3
"201804"	"01010"	"141"	29	3
"201804"	"01010"	"143"	22	3
"201804"	"01010"	"103"	47	7
"201804"	"01010"	"143"	20	3
"201804"	"01010"	"141"	38	5
"201804"	"01010"	"143"	23	3
"201804"	"01010"	"141"	25	2
"201804"	"01010"	"141"	40	4
"201804"	"01010"	"141"	39	7
"201804"	"01010"	"143"	22	3
"201804"	"01010"	"141"	23	2
"201804"	"01010"	"143"	20	2
"201804"	"01010"	"141"	26	3
"201804"	"01010"	"141"	32	3
"201804"	"01010"	"141"	30	3
"201804"	"01010"	"141"	38	5
"201804"	"01010"	"141"	31	3
"201804"	"01010"	"143"	21	3
"201804"	"01010"	"103"	36	2
"201804"	"01010"	"143"	17	3
"201804"	"01010"	"141"	29	3
"201804"	"01010"	"143"	22	4
"201804"	"01010"	"143"	36	9
"201804"	"01010"	"143"	18	3
"201804"	"01010"	"141"	22	2
"201804"	"01010"	"143"	14	1
"201804"	"01010"	"143"	32	6
"201804"	"01010"	"141"	30	3
"201804"	"01010"	"143"	30	6
"201804"	"01010"	"143"	15	2
"201804"	"01010"	"143"	23	3
"201804"	"01010"	"143"	10	0
"201804"	"01010"	"143"	29	5
"201804"	"01010"	"103"	69	7
"201804"	"01010"	"143"	15	1
"201804"	"01010"	"141"	28	3
"201804"	"01010"	"143"	20	2
"201804"	"01010"	"143"	19	3
"201804"	"01010"	"143"	22	4
"201804"	"01010"	"143"	16	2
"201804"	"01010"	"143"	28	4
"201804"	"01010"	"143"	18	3
"201804"	"01010"	"141"	23	2
"201804"	"01010"	"143"	14	1
"201804"	"01010"	"143"	25	3
"201804"	"01010"	"141"	7	0
"201804"	"01010"	"143"	31	6
"201804"	"01010"	"143"	27	5
"201804"	"01010"	"143"	13	1
"201804"	"01010"	"103"	34	1
"201804"	"01010"	"143"	16	2
"201804"	"01010"	"141"	27	3
"201804"	"01010"	"141"	24	2
"201804"	"01010"	"103"	38	3
"201804"	"01010"	"143"	28	4
"201804"	"01010"	"143"	17	2
"201804"	"01010"	"143"	5	0
"201804"	"01010"	"143"	13	1
"201804"	"01010"	"143"	29	5
"201804"	"01010"	"143"	21	4
"201804"	"01010"	"143"	25	4
"201804"	"01010"	"143"	24	3
"201804"	"01010"	"143"	27	5
"201804"	"01010"	"103"	64	4
"201804"	"01010"	"141"	20	1
"201804"	"01010"	"143"	26	4
"201804"	"01010"	"143"	21	3
"201804"	"01010"	"141"	25	2
"201804"	"01010"	"143"	19	3
"201804"	"01010"	"143"	26	4
"201804"	"01010"	"143"	31	6
"201804"	"01010"	"143"	12	0
"201804"	"01010"	"141"	21	1
"201804"	"01010"	"141"	18	1
"201804"	"01010"	"143"	30	6
"201802"	"01010"	"103"	39	2
"201802"	"01010"	"103"	40	3
"201802"	"01010"	"103"	30	1
"201802"	"01010"	"103"	32	2
"201802"	"01010"	"103"	40	3
"201802"	"01010"	"103"	37	2
"201802"	"01010"	"103"	25	1
"201802"	"01010"	"103"	29	1
"201904"	"01010"	"103"	42	4
"201904"	"01010"	"103"	33	1
"201904"	"01010"	"103"	38	2
"201904"	"01010"	"103"	34	1
"201904"	"01010"	"103"	43	2
"201904"	"01010"	"103"	35	1
"201904"	"01010"	"141"	30	4
"201904"	"01010"	"141"	27	3
"201904"	"01010"	"103"	44	12
"201904"	"01010"	"103"	39	3
"201904"	"01010"	"103"	36	2
"201904"	"01010"	"103"	40	4
"201904"	"01010"	"141"	31	3
"201904"	"01010"	"103"	32	1
"201904"	"01010"	"141"	33	4
"201904"	"01010"	"141"	29	3
"201904"	"01010"	"141"	34	4
"201904"	"01010"	"141"	35	4
"201904"	"01010"	"143"	22	4
"201904"	"01010"	"103"	32	2
"201904"	"01010"	"143"	22	3
"201904"	"01010"	"143"	25	5
"201904"	"01010"	"103"	35	2
"201904"	"01010"	"143"	21	3
"201904"	"01010"	"143"	26	3
"201904"	"01010"	"141"	25	3
"201904"	"01010"	"103"	30	1
"201904"	"01010"	"103"	34	1
"201904"	"01010"	"141"	29	4
"201904"	"01010"	"141"	28	3
"201904"	"01010"	"141"	33	3
"201904"	"01010"	"143"	14	1
"201904"	"01010"	"103"	38	2
"201904"	"01010"	"143"	29	5
"201904"	"01010"	"103"	36	2
"201904"	"01010"	"143"	23	4
"201904"	"01010"	"143"	23	4
"201904"	"01010"	"141"	34	4
"201904"	"01010"	"141"	30	3
"201904"	"01010"	"141"	34	4
"201904"	"01010"	"141"	25	3
"201904"	"01010"	"141"	27	3
"201904"	"01010"	"141"	29	4
"201904"	"01010"	"141"	30	4
"201904"	"01010"	"141"	32	3
"201904"	"01010"	"141"	33	4
"201904"	"01010"	"141"	23	3
"201904"	"01010"	"103"	40	1
"201904"	"01010"	"141"	28	4
"201904"	"01010"	"103"	44	5
"201904"	"01010"	"103"	40	2
"201904"	"01010"	"141"	37	5
"201904"	"01010"	"141"	41	8
"201902"	"01010"	"103"	36	2
"201902"	"01010"	"103"	27	1
"201902"	"01010"	"103"	30	1
"201902"	"01010"	"103"	28	1
"201902"	"01010"	"103"	24	1
"201902"	"01010"	"103"	38	6
"201902"	"01010"	"141"	7	1
"201902"	"01010"	"103"	26	1
"201902"	"01010"	"103"	35	3
"201902"	"01010"	"103"	34	2
"201902"	"01010"	"103"	36	2
"201902"	"01010"	"103"	30	1
"201902"	"01010"	"103"	26	2
"201902"	"01010"	"103"	27	1
"201902"	"01010"	"103"	30	2
"201902"	"01010"	"103"	36	2
"201902"	"01010"	"103"	38	5
"201902"	"01010"	"103"	42	3
"201902"	"01010"	"103"	24	1
"201902"	"01010"	"103"	26	1
"201902"	"01010"	"103"	37	2
"201404"	"01010"	"103"	39	3
"201404"	"01010"	"103"	36	1
"201404"	"01010"	"103"	33	1
"201404"	"01010"	"103"	37	2
"201404"	"01010"	"103"	43	4
"201404"	"01010"	"141"	46	6
"201404"	"01010"	"141"	46	5
"201404"	"01010"	"141"	27	2
"201404"	"01010"	"141"	54	6
"201404"	"01010"	"103"	35	1
"201404"	"01010"	"103"	32	0
"201404"	"01010"	"103"	44	3
"201404"	"01010"	"103"	44	3
"201404"	"01010"	"103"	34	2
"201404"	"01010"	"103"	42	4
"201404"	"01010"	"103"	40	4
"201404"	"01010"	"103"	37	2
"201404"	"01010"	"103"	43	3
"201404"	"01010"	"143"	8	0
"201404"	"01010"	"143"	5	0
"201404"	"01010"	"141"	54	8
"201602"	"01010"	"141"	30	4
"201602"	"01010"	"141"	24	2
"201602"	"01010"	"143"	10	1
"201602"	"01010"	"141"	31	4
"201602"	"01010"	"103"	31	2
"201602"	"01010"	"141"	23	2
"201602"	"01010"	"103"	37	4
"201602"	"01010"	"141"	25	2
"201602"	"01010"	"141"	36	5
"201602"	"01010"	"103"	37	3
"201602"	"01010"	"103"	48	6
"201602"	"01010"	"141"	29	3
"201602"	"01010"	"141"	34	4
"201602"	"01010"	"103"	33	2
"201602"	"01010"	"141"	41	5
"201602"	"01010"	"141"	23	2
"201602"	"01010"	"143"	18	2
"201602"	"01010"	"143"	22	2
"201602"	"01010"	"143"	12	1
"201602"	"01010"	"141"	24	3
"201602"	"01010"	"143"	19	2
"201602"	"01010"	"143"	14	1
"201602"	"01010"	"103"	46	4
"201602"	"01010"	"141"	40	7
"201602"	"01010"	"143"	20	2
"201602"	"01010"	"143"	18	2
"201602"	"01010"	"141"	33	4
"201602"	"01010"	"143"	20	2
"201602"	"01010"	"141"	18	2
"201602"	"01010"	"143"	14	1
"201602"	"01010"	"143"	9	1
"201602"	"01010"	"141"	33	3
"201602"	"01010"	"103"	39	2
"201602"	"01010"	"141"	33	4
"201602"	"01010"	"141"	21	2
"201602"	"01010"	"103"	41	2
"201602"	"01010"	"103"	50	4
"201602"	"01010"	"141"	22	2
"201602"	"01010"	"143"	13	1
"201602"	"01010"	"141"	46	8
"201602"	"01010"	"143"	19	2
"201602"	"01010"	"141"	31	5
"201602"	"01010"	"141"	35	5
"201602"	"01010"	"103"	36	2
"201602"	"01010"	"143"	13	1
"201404"	"01010"	"103"	52	4
"201404"	"01010"	"103"	28	1
"201404"	"01010"	"103"	41	3
"201404"	"01010"	"103"	45	4
"201404"	"01010"	"103"	45	4
"201404"	"01010"	"103"	52	4
"201404"	"01010"	"103"	42	3
"201404"	"01010"	"103"	46	4
"201404"	"01010"	"103"	41	3
"201404"	"01010"	"141"	49	7
"201404"	"01010"	"103"	44	3
"201404"	"01010"	"103"	35	1
"201404"	"01010"	"143"	11	0
"201404"	"01010"	"103"	42	3
"201404"	"01010"	"103"	36	1
"201404"	"01010"	"103"	41	2
"201404"	"01010"	"103"	56	5
"201404"	"01010"	"103"	40	2
"201404"	"01010"	"103"	48	4
"201404"	"01010"	"103"	43	4
"201404"	"01010"	"103"	37	2
"201404"	"01010"	"103"	38	1
"201404"	"01010"	"103"	44	3
"201404"	"01010"	"143"	9	0
"201404"	"01010"	"141"	55	7
"201404"	"01010"	"141"	48	6
"201602"	"01010"	"141"	29	4
"201602"	"01010"	"143"	17	2
"201602"	"01010"	"143"	11	1
"201602"	"01010"	"103"	46	5
"201602"	"01010"	"103"	48	7
"201404"	"01010"	"103"	45	4
"201404"	"01010"	"103"	39	2
"201404"	"01010"	"103"	44	3
"201404"	"01010"	"103"	35	1
"201404"	"01010"	"141"	50	5
"201404"	"01010"	"141"	43	7
"201404"	"01010"	"103"	51	4
"201404"	"01010"	"103"	46	4
"201404"	"01010"	"103"	40	4
"201404"	"01010"	"103"	37	2
"201404"	"01010"	"103"	60	5
"201404"	"01010"	"103"	36	2
"201404"	"01010"	"103"	43	2
"201404"	"01010"	"103"	42	3
"201602"	"01010"	"143"	13	1
"201602"	"01010"	"143"	12	1
"201602"	"01010"	"141"	34	4
"201602"	"01010"	"143"	19	2
"201602"	"01010"	"103"	39	2
"201602"	"01010"	"143"	10	1
"201602"	"01010"	"103"	37	2
"201602"	"01010"	"143"	14	1
"201602"	"01010"	"141"	31	3
"201602"	"01010"	"141"	33	4
"201602"	"01010"	"143"	20	3
"201602"	"01010"	"143"	15	1
"201504"	"01010"	"141"	25	2
"201504"	"01010"	"103"	32	1
"201504"	"01010"	"103"	33	1
"201504"	"01010"	"141"	37	4
"201504"	"01010"	"103"	45	3
"201504"	"01010"	"103"	42	2
"201504"	"01010"	"103"	35	3
"201504"	"01010"	"103"	39	3
"201504"	"01010"	"103"	34	0
"201504"	"01010"	"103"	43	5
"201504"	"01010"	"103"	41	4
"201504"	"01010"	"103"	47	8
"201404"	"01010"	"141"	24	2
"201404"	"01010"	"103"	44	3
"201404"	"01010"	"103"	37	2
"201404"	"01010"	"103"	36	1
"201404"	"01010"	"103"	45	4
"201404"	"01010"	"103"	46	4
"201404"	"01010"	"103"	47	5
"201504"	"01010"	"103"	33	0
"201504"	"01010"	"103"	35	2
"201504"	"01010"	"143"	6	0
"201504"	"01010"	"103"	44	4
"201504"	"01010"	"103"	34	1
"201504"	"01010"	"103"	37	2
"201504"	"01010"	"143"	5	0
"201504"	"01010"	"103"	49	3
"201504"	"01010"	"103"	38	3
"201504"	"01010"	"141"	48	7
"201504"	"01010"	"143"	13	1
"201504"	"01010"	"141"	50	9
"201504"	"01010"	"103"	60	7
"201504"	"01010"	"141"	46	5
"201504"	"01010"	"103"	56	5
"201504"	"01010"	"103"	35	1
"201504"	"01010"	"103"	42	3
"201504"	"01010"	"103"	41	3
"201504"	"01010"	"141"	31	3
"201504"	"01010"	"103"	45	4
"201504"	"01010"	"103"	38	3
"201504"	"01010"	"141"	33	4
"201504"	"01010"	"103"	50	5
"201504"	"01010"	"103"	44	4
"201504"	"01010"	"103"	40	3
"201504"	"01010"	"141"	25	2
"201504"	"01010"	"141"	34	6
"201504"	"01010"	"103"	33	1
"201504"	"01010"	"103"	70	6
"201604"	"01010"	"141"	34	3
"201604"	"01010"	"141"	30	3
"201604"	"01010"	"141"	24	2
"201502"	"01010"	"103"	46	4
"201502"	"01010"	"103"	22	1
"201502"	"01010"	"103"	23	1
"201502"	"01010"	"103"	50	4
"201502"	"01010"	"103"	26	2
"201502"	"01010"	"103"	24	1
"201502"	"01010"	"103"	42	3
"201502"	"01010"	"103"	27	2
"201604"	"01010"	"143"	15	1
"201604"	"01010"	"141"	30	3
"201604"	"01010"	"103"	44	3
"201604"	"01010"	"143"	13	0
"201604"	"01010"	"103"	37	3
"201604"	"01010"	"143"	17	1
"201604"	"01010"	"103"	33	1
"201604"	"01010"	"143"	16	1
"201604"	"01010"	"143"	12	0
"201604"	"01010"	"143"	24	2
